Date,Open,High,Low,Close,Volume,Adj Close
2010-08-25,1385.81,1385.81,1385.81,1385.81,000,1385.81
2010-08-24,1396.86,1396.86,1396.86,1396.86,000,1396.86
2010-08-23,1425.91,1425.91,1425.91,1425.91,000,1425.91
2010-08-20,1425.03,1425.03,1425.03,1425.03,000,1425.03
2010-08-19,1445.72,1445.72,1445.72,1445.72,000,1445.72
2010-08-18,1458.36,1458.36,1458.36,1458.36,000,1458.36
2010-08-17,1464.49,1464.49,1464.49,1464.49,000,1464.49
2010-08-16,1445.94,1445.94,1445.94,1445.94,000,1445.94
2010-08-13,1445.37,1445.37,1445.37,1445.37,000,1445.37
2010-08-12,1447.68,1447.68,1447.68,1447.68,000,1447.68
2010-08-11,1460.67,1460.67,1460.67,1460.67,000,1460.67
2010-08-10,1492.90,1492.90,1492.90,1492.90,000,1492.90
2010-08-09,1520.56,1520.56,1520.56,1520.56,000,1520.56
2010-08-06,1509.85,1509.85,1509.85,1509.85,000,1509.85
2010-08-05,1517.87,1517.87,1517.87,1517.87,000,1517.87
2010-08-04,1523.80,1523.80,1523.80,1523.80,000,1523.80
2010-08-03,1517.65,1517.65,1517.65,1517.65,000,1517.65
2010-08-02,1523.16,1523.16,1523.16,1523.16,000,1523.16
2010-07-30,1479.73,1479.73,1479.73,1479.73,000,1479.73
2010-07-29,1503.68,1503.68,1503.68,1503.68,000,1503.68
2010-07-28,1474.96,1474.96,1474.96,1474.96,000,1474.96
2010-07-27,1481.32,1481.32,1481.32,1481.32,000,1481.32
2010-07-26,1467.68,1467.68,1467.68,1467.68,000,1467.68
2010-07-23,1449.19,1449.19,1449.19,1449.19,000,1449.19
2010-07-22,1442.91,1442.91,1442.91,1442.91,000,1442.91
2010-07-21,1417.49,1417.49,1417.49,1417.49,000,1417.49
2010-07-20,1388.43,1388.43,1388.43,1388.43,000,1388.43
2010-07-19,1394.92,1394.92,1394.92,1394.92,000,1394.92
2010-07-16,1389.92,1389.92,1389.92,1389.92,000,1389.92
2010-07-15,1403.33,1403.33,1403.33,1403.33,000,1403.33
2010-07-14,1412.14,1412.14,1412.14,1412.14,000,1412.14
2010-07-13,1409.61,1409.61,1409.61,1409.61,000,1409.61
2010-07-12,1386.42,1386.42,1386.42,1386.42,000,1386.42
2010-07-09,1359.45,1359.45,1359.45,1359.45,000,1359.45
2010-07-08,1356.09,1356.09,1356.09,1356.09,000,1356.09
2010-07-07,1352.71,1352.71,1352.71,1352.71,000,1352.71
2010-07-06,1353.66,1353.66,1353.66,1353.66,000,1353.66
2010-07-05,1318.00,1318.00,1318.00,1318.00,000,1318.00
2010-07-02,1316.65,1316.65,1316.65,1316.65,000,1316.65
2010-07-01,1288.72,1288.72,1288.72,1288.72,000,1288.72
2010-06-30,1339.35,1339.35,1339.35,1339.35,000,1339.35
2010-06-29,1356.05,1356.05,1356.05,1356.05,000,1356.05
2010-06-28,1403.42,1403.42,1403.42,1403.42,000,1403.42
2010-06-25,1387.66,1387.66,1387.66,1387.66,000,1387.66
2010-06-24,1402.97,1402.97,1402.97,1402.97,000,1402.97
2010-06-23,1418.42,1418.42,1418.42,1418.42,000,1418.42
2010-06-22,1434.93,1434.93,1434.93,1434.93,000,1434.93
2010-06-21,1457.95,1457.95,1457.95,1457.95,000,1457.95
2010-06-18,1409.43,1409.43,1409.43,1409.43,000,1409.43
2010-06-17,1400.66,1400.66,1400.66,1400.66,000,1400.66
2010-06-16,1401.63,1401.63,1401.63,1401.63,000,1401.63
2010-06-15,1396.57,1396.57,1396.57,1396.57,000,1396.57
2010-06-14,1357.08,1357.08,1357.08,1357.08,000,1357.08
2010-06-11,1356.79,1356.79,1356.79,1356.79,000,1356.79
2010-06-10,1358.94,1358.94,1358.94,1358.94,000,1358.94
2010-06-09,1334.55,1334.55,1334.55,1334.55,000,1334.55
2010-06-08,1315.61,1315.61,1315.61,1315.61,000,1315.61
2010-06-07,1340.82,1340.82,1340.82,1340.82,000,1340.82
2010-06-04,1360.74,1360.74,1360.74,1360.74,000,1360.74
2010-06-03,1393.12,1393.12,1393.12,1393.12,000,1393.12
2010-06-02,1383.87,1383.87,1383.87,1383.87,000,1383.87
2010-06-01,1373.87,1373.87,1373.87,1373.87,000,1373.87
2010-05-31,1384.59,1384.59,1384.59,1384.59,000,1384.59
2010-05-28,1366.90,1366.90,1366.90,1366.90,000,1366.90
2010-05-27,1358.60,1358.60,1358.60,1358.60,000,1358.60
2010-05-26,1305.25,1305.25,1305.25,1305.25,000,1305.25
2010-05-25,1226.57,1226.57,1226.57,1226.57,000,1226.57
2010-05-24,1311.70,1311.70,1311.70,1311.70,000,1311.70
2010-05-21,1297.91,1297.91,1297.91,1297.91,000,1297.91
2010-05-20,1303.24,1303.24,1303.24,1303.24,000,1303.24
2010-05-19,1379.88,1379.88,1379.88,1379.88,000,1379.88
2010-05-18,1438.94,1438.94,1438.94,1438.94,000,1438.94
2010-05-17,1422.72,1422.72,1422.72,1422.72,000,1422.72
2010-05-14,1441.68,1441.68,1441.68,1441.68,000,1441.68
2010-05-13,1476.03,1476.03,1476.03,1476.03,000,1476.03
2010-05-12,1485.36,1485.36,1485.36,1485.36,000,1485.36
2010-05-11,1420.54,1420.54,1420.54,1420.54,000,1420.54
2010-05-07,1369.91,1369.91,1369.91,1369.91,000,1369.91
2010-05-06,1450.47,1450.47,1450.47,1450.47,000,1450.47
2010-05-05,1482.67,1482.67,1482.67,1482.67,000,1482.67
2010-05-04,1517.83,1517.83,1517.83,1517.83,000,1517.83
2010-04-30,1572.84,1572.84,1572.84,1572.84,000,1572.84
2010-04-29,1588.75,1588.75,1588.75,1588.75,000,1588.75
2010-04-28,1563.10,1563.10,1563.10,1563.10,000,1563.10
2010-04-27,1603.59,1603.59,1603.59,1603.59,000,1603.59
2010-04-26,1626.10,1626.10,1626.10,1626.10,000,1626.10
2010-04-23,1602.99,1602.99,1602.99,1602.99,000,1602.99
2010-04-22,1583.54,1583.54,1583.54,1583.54,000,1583.54
2010-04-21,1610.23,1610.23,1610.23,1610.23,000,1610.23
2010-04-20,1619.43,1619.43,1619.43,1619.43,000,1619.43
2010-04-19,1601.67,1601.67,1601.67,1601.67,000,1601.67
2010-04-16,1642.57,1642.57,1642.57,1642.57,000,1642.57
2010-04-15,1676.27,1676.27,1676.27,1676.27,000,1676.27
2010-04-14,1673.41,1673.41,1673.41,1673.41,000,1673.41
2010-04-13,1643.98,1643.98,1643.98,1643.98,000,1643.98
2010-04-12,1648.43,1648.43,1648.43,1648.43,000,1648.43
2010-04-09,1631.81,1631.81,1631.81,1631.81,000,1631.81
2010-04-08,1600.84,1600.84,1600.84,1600.84,000,1600.84
2010-04-07,1613.88,1613.88,1613.88,1613.88,000,1613.88
2010-04-06,1633.32,1633.32,1633.32,1633.32,000,1633.32
2010-04-05,1626.79,1626.79,1626.79,1626.79,000,1626.79
2010-04-02,1614.45,1614.45,1614.45,1614.45,000,1614.45
2010-04-01,1608.39,1608.39,1608.39,1608.39,000,1608.39
2010-03-31,1572.48,1572.48,1572.48,1572.48,000,1572.48
2010-03-30,1562.29,1562.29,1562.29,1562.29,000,1562.29
2010-03-29,1551.57,1551.57,1551.57,1551.57,000,1551.57
2010-03-26,1519.87,1519.87,1519.87,1519.87,000,1519.87
2010-03-25,1515.04,1515.04,1515.04,1515.04,000,1515.04
2010-03-24,1514.58,1514.58,1514.58,1514.58,000,1514.58
2010-03-23,1524.96,1524.96,1524.96,1524.96,000,1524.96
2010-03-22,1525.59,1525.59,1525.59,1525.59,000,1525.59
2010-03-19,1544.71,1544.71,1544.71,1544.71,000,1544.71
2010-03-18,1558.80,1558.80,1558.80,1558.80,000,1558.80
2010-03-17,1563.46,1563.46,1563.46,1563.46,000,1563.46
2010-03-16,1536.79,1536.79,1536.79,1536.79,000,1536.79
2010-03-15,1514.40,1514.40,1514.40,1514.40,000,1514.40
2010-03-12,1534.68,1534.68,1534.68,1534.68,000,1534.68
2010-03-11,1504.04,1504.04,1504.04,1504.04,000,1504.04
2010-03-10,1501.40,1501.40,1501.40,1501.40,000,1501.40
2010-03-09,1502.70,1502.70,1502.70,1502.70,000,1502.70
2010-03-08,1511.31,1511.31,1511.31,1511.31,000,1511.31
2010-03-05,1508.21,1508.21,1508.21,1508.21,000,1508.21
2010-03-04,1470.41,1470.41,1470.41,1470.41,000,1470.41
2010-03-03,1460.20,1460.20,1460.20,1460.20,000,1460.20
2010-03-02,1445.62,1445.62,1445.62,1445.62,000,1445.62
2010-03-01,1429.77,1429.77,1429.77,1429.77,000,1429.77
2010-02-26,1390.25,1390.25,1390.25,1390.25,000,1390.25
2010-02-25,1373.11,1373.11,1373.11,1373.11,000,1373.11
2010-02-24,1401.48,1401.48,1401.48,1401.48,000,1401.48
2010-02-23,1425.02,1425.02,1425.02,1425.02,000,1425.02
2010-02-22,1425.02,1425.02,1425.02,1425.02,000,1425.02
2010-02-19,1423.13,1423.13,1423.13,1423.13,000,1423.13
2010-02-18,1410.85,1410.85,1410.85,1410.85,000,1410.85
2010-02-17,1421.97,1421.97,1421.97,1421.97,000,1421.97
2010-02-16,1418.16,1418.16,1418.16,1418.16,000,1418.16
2010-02-15,1375.99,1375.99,1375.99,1375.99,000,1375.99
2010-02-12,1363.83,1363.83,1363.83,1363.83,000,1363.83
2010-02-11,1391.94,1391.94,1391.94,1391.94,000,1391.94
2010-02-10,1387.11,1387.11,1387.11,1387.11,000,1387.11
2010-02-09,1390.32,1390.32,1390.32,1390.32,000,1390.32
2010-02-08,1375.34,1375.34,1375.34,1375.34,000,1375.34
2010-02-05,1411.14,1411.14,1411.14,1411.14,000,1411.14
2010-02-04,1463.01,1463.01,1463.01,1463.01,000,1463.01
2010-02-03,1507.15,1507.15,1507.15,1507.15,000,1507.15
2010-02-02,1498.75,1498.75,1498.75,1498.75,000,1498.75
2010-02-01,1470.79,1470.79,1470.79,1470.79,000,1470.79
2010-01-29,1473.81,1473.81,1473.81,1473.81,000,1473.81
2010-01-28,1460.98,1460.98,1460.98,1460.98,000,1460.98
2010-01-27,1446.36,1446.36,1446.36,1446.36,000,1446.36
2010-01-26,1444.33,1444.33,1444.33,1444.33,000,1444.33
2010-01-25,1485.92,1485.92,1485.92,1485.92,000,1485.92
2010-01-22,1489.46,1489.46,1489.46,1489.46,000,1489.46
2010-01-21,1530.29,1530.29,1530.29,1530.29,000,1530.29
2010-01-20,1556.97,1556.97,1556.97,1556.97,000,1556.97
2010-01-19,1580.67,1580.67,1580.67,1580.67,000,1580.67
2010-01-18,1581.09,1581.09,1581.09,1581.09,000,1581.09
2010-01-15,1559.25,1559.25,1559.25,1559.25,000,1559.25
2010-01-14,1561.91,1561.91,1561.91,1561.91,000,1561.91
2010-01-13,1538.43,1538.43,1538.43,1538.43,000,1538.43
2010-01-12,1535.78,1535.78,1535.78,1535.78,000,1535.78
2010-01-11,1553.06,1553.06,1553.06,1553.06,000,1553.06
2009-12-31,1444.61,1444.61,1444.61,1444.61,000,1444.61
2009-12-30,1426.93,1426.93,1426.93,1426.93,000,1426.93
2009-12-29,1445.17,1445.17,1445.17,1445.17,000,1445.17
2009-12-28,1451.60,1451.60,1451.60,1451.60,000,1451.60
2009-12-25,1450.25,1450.25,1450.25,1450.25,000,1450.25
2009-12-24,1443.61,1443.61,1443.61,1443.61,000,1443.61
2009-12-23,1434.60,1434.60,1434.60,1434.60,000,1434.60
2009-12-22,1417.22,1417.22,1417.22,1417.22,000,1417.22
2009-12-21,1425.45,1425.45,1425.45,1425.45,000,1425.45
2009-12-18,1410.22,1410.22,1410.22,1410.22,000,1410.22
2009-12-17,1400.91,1400.91,1400.91,1400.91,000,1400.91
2009-12-16,1449.02,1449.02,1449.02,1449.02,000,1449.02
2009-12-15,1396.32,1396.32,1396.32,1396.32,000,1396.32
2009-12-14,1381.91,1381.91,1381.91,1381.91,000,1381.91
2009-12-11,1366.36,1366.36,1366.36,1366.36,000,1366.36
2009-12-10,1351.98,1351.98,1351.98,1351.98,000,1351.98
2009-12-09,1348.92,1348.92,1348.92,1348.92,000,1348.92
2009-12-08,1353.23,1353.23,1353.23,1353.23,000,1353.23
2009-12-07,1389.64,1389.64,1389.64,1389.64,000,1389.64
2009-12-04,1427.13,1427.13,1427.13,1427.13,000,1427.13
2009-12-03,1409.32,1409.32,1409.32,1409.32,000,1409.32
2009-12-02,1415.98,1415.98,1415.98,1415.98,000,1415.98
2009-12-01,1416.30,1416.30,1416.30,1416.30,000,1416.30
2009-11-30,1374.93,1374.93,1374.93,1374.93,000,1374.93
2009-11-27,1369.60,1369.60,1369.60,1369.60,000,1369.60
2009-11-26,1366.85,1366.85,1366.85,1366.85,000,1366.85
2009-11-25,1427.55,1427.55,1427.55,1427.55,000,1427.55
2009-11-24,1447.23,1447.23,1447.23,1447.23,000,1447.23
2009-11-23,1466.77,1466.77,1466.77,1466.77,000,1466.77
2009-11-20,1436.44,1436.44,1436.44,1436.44,000,1436.44
2009-11-19,1451.20,1451.20,1451.20,1451.20,000,1451.20
2009-11-18,1486.62,1486.62,1486.62,1486.62,000,1486.62
2009-11-17,1472.76,1472.76,1472.76,1472.76,000,1472.76
2009-11-16,1481.82,1481.82,1481.82,1481.82,000,1481.82
2009-11-13,1419.49,1419.49,1419.49,1419.49,000,1419.49
2009-11-12,1425.34,1425.34,1425.34,1425.34,000,1425.34
2009-11-11,1434.45,1434.45,1434.45,1434.45,000,1434.45
2009-11-10,1436.97,1436.97,1436.97,1436.97,000,1436.97
2009-11-09,1407.71,1407.71,1407.71,1407.71,000,1407.71
2009-11-06,1337.54,1337.54,1337.54,1337.54,000,1337.54
2009-11-05,1348.82,1348.82,1348.82,1348.82,000,1348.82
2009-11-04,1315.88,1315.88,1315.88,1315.88,000,1315.88
2009-11-03,1305.11,1305.11,1305.11,1305.11,000,1305.11
2009-11-02,1357.06,1357.06,1357.06,1357.06,000,1357.06
2009-10-30,1348.54,1348.54,1348.54,1348.54,000,1348.54
2009-10-29,1377.16,1377.16,1377.16,1377.16,000,1377.16
2009-10-28,1368.77,1368.77,1368.77,1368.77,000,1368.77
2009-10-27,1421.29,1421.29,1421.29,1421.29,000,1421.29
2009-10-26,1476.06,1476.06,1476.06,1476.06,000,1476.06
2009-10-23,1461.30,1461.30,1461.30,1461.30,000,1461.30
2009-10-22,1448.34,1448.34,1448.34,1448.34,000,1448.34
2009-10-21,1446.64,1446.64,1446.64,1446.64,000,1446.64
2009-10-20,1446.14,1446.14,1446.14,1446.14,000,1446.14
2009-10-19,1433.37,1433.37,1433.37,1433.37,000,1433.37
2009-10-16,1408.68,1408.68,1408.68,1408.68,000,1408.68
2009-10-15,1434.35,1434.35,1434.35,1434.35,000,1434.35
2009-10-14,1441.24,1441.24,1441.24,1441.24,000,1441.24
2009-10-13,1400.02,1400.02,1400.02,1400.02,000,1400.02
2009-10-12,1428.06,1428.06,1428.06,1428.06,000,1428.06
2009-10-09,1372.11,1372.11,1372.11,1372.11,000,1372.11
2009-10-08,1334.94,1334.94,1334.94,1334.94,000,1334.94
2009-10-07,1287.37,1287.37,1287.37,1287.37,000,1287.37
2009-10-06,1270.63,1270.63,1270.63,1270.63,000,1270.63
2009-10-05,1227.19,1227.19,1227.19,1227.19,000,1227.19
2009-10-02,1224.80,1224.80,1224.80,1224.80,000,1224.80
2009-10-01,1266.85,1266.85,1266.85,1266.85,000,1266.85
2009-09-30,1254.52,1254.52,1254.52,1254.52,000,1254.52
2009-09-29,1260.56,1260.56,1260.56,1260.56,000,1260.56
2009-09-28,1248.73,1248.73,1248.73,1248.73,000,1248.73
2009-09-25,1225.29,1225.29,1225.29,1225.29,000,1225.29
2009-09-24,1242.23,1242.23,1242.23,1242.23,000,1242.23
2009-09-23,1254.31,1254.31,1254.31,1254.31,000,1254.31
2009-09-22,1249.14,1249.14,1249.14,1249.14,000,1249.14
2009-09-21,1210.57,1210.57,1210.57,1210.57,000,1210.57
2009-09-18,1245.56,1245.56,1245.56,1245.56,000,1245.56
2009-09-17,1231.41,1231.41,1231.41,1231.41,000,1231.41
2009-09-16,1246.81,1246.81,1246.81,1246.81,000,1246.81
2009-09-15,1224.33,1224.33,1224.33,1224.33,000,1224.33
2009-09-14,1194.21,1194.21,1194.21,1194.21,000,1194.21
2009-09-11,1196.55,1196.55,1196.55,1196.55,000,1196.55
2009-09-10,1163.76,1163.76,1163.76,1163.76,000,1163.76
2009-09-09,1159.80,1159.80,1159.80,1159.80,000,1159.80
2009-09-08,1135.94,1135.94,1135.94,1135.94,000,1135.94
2009-09-07,1093.04,1093.04,1093.04,1093.04,000,1093.04
2009-09-04,1063.57,1063.57,1063.57,1063.57,000,1063.57
2009-09-03,1074.05,1074.05,1074.05,1074.05,000,1074.05
2009-09-02,1053.17,1053.17,1053.17,1053.17,000,1053.17
2009-09-01,1073.62,1073.62,1073.62,1073.62,000,1073.62
2009-08-31,1066.53,1066.53,1066.53,1066.53,000,1066.53
2009-08-28,1089.46,1089.46,1089.46,1089.46,000,1089.46
2009-08-27,1070.49,1070.49,1070.49,1070.49,000,1070.49
2009-08-26,1072.05,1072.05,1072.05,1072.05,000,1072.05
2009-08-25,1103.02,1103.02,1103.02,1103.02,000,1103.02
2009-08-24,1094.00,1094.00,1094.00,1094.00,000,1094.00
2009-08-21,1050.44,1050.44,1050.44,1050.44,000,1050.44
2009-08-20,1018.50,1018.50,1018.50,1018.50,000,1018.50
2009-08-19,993.57,993.57,993.57,993.57,000,993.57
2009-08-18,1001.52,1001.52,1001.52,1001.52,000,1001.52
2009-08-17,1005.77,1005.77,1005.77,1005.77,000,1005.77
2009-08-14,1059.92,1059.92,1059.92,1059.92,000,1059.92
2009-08-13,1054.57,1054.57,1054.57,1054.57,000,1054.57
2009-08-12,1025.12,1025.12,1025.12,1025.12,000,1025.12
2009-08-11,1033.72,1033.72,1033.72,1033.72,000,1033.72
2009-08-10,1065.14,1065.14,1065.14,1065.14,000,1065.14
2009-08-07,1080.08,1080.08,1080.08,1080.08,000,1080.08
2009-08-06,1083.79,1083.79,1083.79,1083.79,000,1083.79
2009-08-05,1094.26,1094.26,1094.26,1094.26,000,1094.26
2009-08-04,1074.49,1074.49,1074.49,1074.49,000,1074.49
2009-08-03,1067.98,1067.98,1067.98,1067.98,000,1067.98
2009-07-31,1017.47,1017.47,1017.47,1017.47,000,1017.47
2009-07-30,1001.30,1001.30,1001.30,1001.30,000,1001.30
2009-07-29,973.78,973.78,973.78,973.78,000,973.78
2009-07-28,1001.80,1001.80,1001.80,1001.80,000,1001.80
2009-07-27,1037.61,1037.61,1037.61,1037.61,000,1037.61
2009-07-24,1012.62,1012.62,1012.62,1012.62,000,1012.62
2009-07-23,975.96,975.96,975.96,975.96,000,975.96
2009-07-22,963.06,963.06,963.06,963.06,000,963.06
2009-07-21,987.69,987.69,987.69,987.69,000,987.69
2009-07-20,972.31,972.31,972.31,972.31,000,972.31
2009-07-17,925.00,925.00,925.00,925.00,000,925.00
2009-07-16,903.23,903.23,903.23,903.23,000,903.23
2009-07-15,887.85,887.85,887.85,887.85,000,887.85
2009-07-14,866.55,866.55,866.55,866.55,000,866.55
2009-07-13,835.61,835.61,835.61,835.61,000,835.61
2009-07-10,835.23,835.23,835.23,835.23,000,835.23
2009-07-09,884.94,884.94,884.94,884.94,000,884.94
2009-07-08,889.77,889.77,889.77,889.77,000,889.77
2009-07-07,924.11,924.11,924.11,924.11,000,924.11
2009-07-06,921.44,921.44,921.44,921.44,000,921.44
2009-07-03,950.24,950.24,950.24,950.24,000,950.24
2009-07-02,960.46,960.46,960.46,960.46,000,960.46
2009-07-01,977.94,977.94,977.94,977.94,000,977.94
2009-06-30,987.02,987.02,987.02,987.02,000,987.02
2009-06-29,951.46,951.46,951.46,951.46,000,951.46
2009-06-26,955.45,955.45,955.45,955.45,000,955.45
2009-06-25,947.52,947.52,947.52,947.52,000,947.52
2009-06-24,959.18,959.18,959.18,959.18,000,959.18
2009-06-23,932.74,932.74,932.74,932.74,000,932.74
2009-06-22,961.04,961.04,961.04,961.04,000,961.04
2009-06-19,1011.38,1011.38,1011.38,1011.38,000,1011.38
2009-06-18,997.68,997.68,997.68,997.68,000,997.68
2009-06-17,1038.41,1038.41,1038.41,1038.41,000,1038.41
2009-06-16,1082.19,1082.19,1082.19,1082.19,000,1082.19
2009-06-15,1077.17,1077.17,1077.17,1077.17,000,1077.17
2009-06-12,1127.23,1127.23,1127.23,1127.23,000,1127.23
2009-06-11,1127.23,1127.23,1127.23,1127.23,000,1127.23
2009-06-10,1121.79,1121.79,1121.79,1121.79,000,1121.79
2009-06-09,1105.30,1105.30,1105.30,1105.30,000,1105.30
2009-06-08,1096.68,1096.68,1096.68,1096.68,000,1096.68
2009-06-05,1149.95,1149.95,1149.95,1149.95,000,1149.95
2009-06-04,1108.73,1108.73,1108.73,1108.73,000,1108.73
2009-06-03,1127.57,1127.57,1127.57,1127.57,000,1127.57
2009-06-02,1180.56,1180.56,1180.56,1180.56,000,1180.56
2009-06-01,1167.42,1167.42,1167.42,1167.42,000,1167.42
2009-05-29,1087.59,1087.59,1087.59,1087.59,000,1087.59
2009-05-28,1053.73,1053.73,1053.73,1053.73,000,1053.73
2009-05-27,1030.79,1030.79,1030.79,1030.79,000,1030.79
2009-05-26,990.26,990.26,990.26,990.26,000,990.26
2009-05-25,1017.92,1017.92,1017.92,1017.92,000,1017.92
2009-05-22,1013.37,1013.37,1013.37,1013.37,000,1013.37
2009-05-21,1001.36,1001.36,1001.36,1001.36,000,1001.36
2009-05-20,1023.98,1023.98,1023.98,1023.98,000,1023.98
2009-05-19,968.88,968.88,968.88,968.88,000,968.88
2009-05-18,939.65,939.65,939.65,939.65,000,939.65
2009-05-15,936.27,936.27,936.27,936.27,000,936.27
2009-05-14,932.11,932.11,932.11,932.11,000,932.11
2009-05-13,947.53,947.53,947.53,947.53,000,947.53
2009-05-12,979.82,979.82,979.82,979.82,000,979.82
2009-05-11,938.27,938.27,938.27,938.27,000,938.27
2009-05-08,938.27,938.27,938.27,938.27,000,938.27
2009-05-07,942.31,942.31,942.31,942.31,000,942.31
2009-05-06,897.10,897.10,897.10,897.10,000,897.10
2009-05-05,871.58,871.58,871.58,871.58,000,871.58
2009-05-04,855.67,855.67,855.67,855.67,000,855.67
2009-05-01,832.87,832.87,832.87,832.87,000,832.87
2009-04-30,832.87,832.87,832.87,832.87,000,832.87
2009-04-29,814.78,814.78,814.78,814.78,000,814.78
2009-04-28,784.01,784.01,784.01,784.01,000,784.01
2009-04-27,803.17,803.17,803.17,803.17,000,803.17
2009-04-24,831.41,831.41,831.41,831.41,000,831.41
2009-04-23,820.70,820.70,820.70,820.70,000,820.70
2009-04-22,785.13,785.13,785.13,785.13,000,785.13
2009-04-21,775.24,775.24,775.24,775.24,000,775.24
2009-04-20,800.22,800.22,800.22,800.22,000,800.22
2009-04-17,834.59,834.59,834.59,834.59,000,834.59
2009-04-16,819.57,819.57,819.57,819.57,000,819.57
2009-04-15,805.85,805.85,805.85,805.85,000,805.85
2009-04-14,807.61,807.61,807.61,807.61,000,807.61
2009-04-13,814.67,814.67,814.67,814.67,000,814.67
2009-04-10,817.41,817.41,817.41,817.41,000,817.41
2009-04-09,810.90,810.90,810.90,810.90,000,810.90
2009-04-08,760.58,760.58,760.58,760.58,000,760.58
2009-04-07,740.47,740.47,740.47,740.47,000,740.47
2009-04-06,748.62,748.62,748.62,748.62,000,748.62
2009-04-03,746.03,746.03,746.03,746.03,000,746.03
2009-04-02,733.93,733.93,733.93,733.93,000,733.93
2009-04-01,685.51,685.51,685.51,685.51,000,685.51
2009-03-31,689.63,689.63,689.63,689.63,000,689.63
2009-03-30,682.91,682.91,682.91,682.91,000,682.91
2009-03-27,721.16,721.16,721.16,721.16,000,721.16
2009-03-26,752.63,752.63,752.63,752.63,000,752.63
2009-03-25,740.94,740.94,740.94,740.94,000,740.94
2009-03-24,721.64,721.64,721.64,721.64,000,721.64
2009-03-23,737.19,737.19,737.19,737.19,000,737.19
2009-03-20,696.93,696.93,696.93,696.93,000,696.93
2009-03-19,694.69,694.69,694.69,694.69,000,694.69
2009-03-18,650.62,650.62,650.62,650.62,000,650.62
2009-03-17,665.58,665.58,665.58,665.58,000,665.58
2009-03-16,647.55,647.55,647.55,647.55,000,647.55
2009-03-13,652.53,652.53,652.53,652.53,000,652.53
2009-03-12,618.93,618.93,618.93,618.93,000,618.93
2009-03-11,627.60,627.60,627.60,627.60,000,627.60
2009-03-10,634.92,634.92,634.92,634.92,000,634.92
2009-03-09,576.39,576.39,576.39,576.39,000,576.39
2009-03-06,576.39,576.39,576.39,576.39,000,576.39
2009-03-05,559.09,559.09,559.09,559.09,000,559.09
2009-03-04,562.87,562.87,562.87,562.87,000,562.87
2009-03-03,540.74,540.74,540.74,540.74,000,540.74
2009-03-02,539.37,539.37,539.37,539.37,000,539.37
2009-02-27,544.58,544.58,544.58,544.58,000,544.58
2009-02-26,547.55,547.55,547.55,547.55,000,547.55
2009-02-25,538.11,538.11,538.11,538.11,000,538.11
2009-02-24,524.69,524.69,524.69,524.69,000,524.69
2009-02-23,517.22,517.22,517.22,517.22,000,517.22
2009-02-20,517.22,517.22,517.22,517.22,000,517.22
2009-02-19,549.21,549.21,549.21,549.21,000,549.21
2009-02-18,524.26,524.26,524.26,524.26,000,524.26
2009-02-17,552.03,552.03,552.03,552.03,000,552.03
2009-02-16,609.31,609.31,609.31,609.31,000,609.31
2009-02-13,624.21,624.21,624.21,624.21,000,624.21
2009-02-12,611.45,611.45,611.45,611.45,000,611.45
2009-02-11,620.58,620.58,620.58,620.58,000,620.58
2009-02-10,602.86,602.86,602.86,602.86,000,602.86
2009-02-09,569.14,569.14,569.14,569.14,000,569.14
2009-02-06,520.91,520.91,520.91,520.91,000,520.91
2009-02-05,513.12,513.12,513.12,513.12,000,513.12
2009-02-04,514.89,514.89,514.89,514.89,000,514.89
2009-02-03,512.34,512.34,512.34,512.34,000,512.34
2009-02-02,508.25,508.25,508.25,508.25,000,508.25
2009-01-30,535.04,535.04,535.04,535.04,000,535.04
2009-01-29,530.70,530.70,530.70,530.70,000,530.70
2009-01-28,546.39,546.39,546.39,546.39,000,546.39
2009-01-27,547.04,547.04,547.04,547.04,000,547.04
2009-01-26,539.38,539.38,539.38,539.38,000,539.38
2009-01-23,498.20,498.20,498.20,498.20,000,498.20
2009-01-22,515.51,515.51,515.51,515.51,000,515.51
2009-01-21,530.09,530.09,530.09,530.09,000,530.09
2009-01-20,514.29,514.29,514.29,514.29,000,514.29
2009-01-19,531.66,531.66,531.66,531.66,000,531.66
2009-01-16,566.77,566.77,566.77,566.77,000,566.77
2009-01-15,569.12,569.12,569.12,569.12,000,569.12
2009-01-14,591.34,591.34,591.34,591.34,000,591.34
2009-01-13,621.00,621.00,621.00,621.00,000,621.00
2009-01-12,629.49,629.49,629.49,629.49,000,629.49
2009-01-09,626.85,626.85,626.85,626.85,000,626.85
2009-01-06,631.89,631.89,631.89,631.89,000,631.89
2008-12-31,631.89,631.89,631.89,631.89,000,631.89
2008-12-30,625.42,625.42,625.42,625.42,000,625.42
2008-12-29,642.83,642.83,642.83,642.83,000,642.83
2008-12-26,644.47,644.47,644.47,644.47,000,644.47
2008-12-25,655.91,655.91,655.91,655.91,000,655.91
2008-12-24,667.71,667.71,667.71,667.71,000,667.71
2008-12-23,682.37,682.37,682.37,682.37,000,682.37
2008-12-22,657.15,657.15,657.15,657.15,000,657.15
2008-12-19,634.22,634.22,634.22,634.22,000,634.22
2008-12-18,668.31,668.31,668.31,668.31,000,668.31
2008-12-17,699.86,699.86,699.86,699.86,000,699.86
2008-12-16,687.94,687.94,687.94,687.94,000,687.94
2008-12-15,689.17,689.17,689.17,689.17,000,689.17
2008-12-12,652.21,652.21,652.21,652.21,000,652.21
